# ./results/CF_table_alphaiPPplot.dat for alphaiPPplot produced by f_spieckermann@MUL-12-linux 11:00:42 AM (CEST) Friday  9 August 2019
#Peakindex	2theta(°)	C_[010](001)_0	
[ 1  1  0]	   14.1	0.010420427	
[ 0  4  0]	   16.9	0.0055255037	
[ 1  3  0]	   18.6	0.0031193196	
[ 1  1  1]	   21.3	0.22364868	
[ 1  3 -1]	   21.8	0.23528051	
[ 0  4  1]	   21.9	0.22213449	
[ 0  6  0]	   25.5	0.0055255037	
[ 1  3  1]	   24.5	0.21109168	
[ 0  2  1]	   16.2	0.19325498	
