# ./results/CF_table.dat for MATERIAL produced by spiecker@slave 04:24:47 PM (CEST) Tuesday 30 August 2011
#Peakindex	2theta(°)	C_[100](001)_0	C_[010](001)_0	C_[100](010)_0	C_[100](001)_90	C_[010](001)_90	C_[100](010)_90	
[ 0 -1  1]	   16.4	 0.4929368	0.49293588	 0.1997587	0.13901854	 0.8622341	0.45589894	
[ 0  1  0]	   17.5	0.018500667	0.018500417	0.14476644	0.071172979	0.12002648	0.18806972	
[ 1 -1 -1]	   21.3	0.21630262	0.21630029	0.25982398	0.025548053	0.10010226	0.18783137	
[ 1 -1  0]	   22.5	0.081233872	0.081231799	0.19040597	0.55429413	0.12515574	0.16025837	
[ 0  1 -3]	   28.8	0.57151118	0.57151193	0.18116623	0.31898616	0.98535337	0.23597245	
[ 1  0  0]	   25.7	0.19092503	0.19092866	0.031330422	 1.2965746	0.66503383	0.87502702	
