# ./results/CF_table_alphaiPP.dat for alphaiPP produced by f_spieckermann@MUL-12-linux 03:10:51 PM (CET) Tuesday  6 February 2018
#Peakindex	2theta(°)	C_[010](001)_0	C_[100](001)_0	C_[110](001)_0	C_[010](100)_0	C_[010](001)_90	C_[100](001)_90	C_[110](001)_90	C_[010](100)_90	
[ 1  1  0]	   14.1	0.010420427	0.010420082	0.010420112	0.10201487	0.0027344488	0.12258169	  0.143547	0.52646953	
[ 0  4  0]	   16.9	0.0055255037	0.0055253769	0.0055253315	0.0005538895	0.13001768	9.8557488e-68	0.0029313435	0.099720796	
[ 1  3  0]	   18.6	0.0031193196	0.0031193975	0.0031194031	0.25565156	0.033763277	0.041719578	0.099769268	0.32105358	
[ 1  1  1]	   21.3	0.22364868	0.22364346	0.22364318	0.23846024	0.085500036	0.52018377	0.56655847	0.098426463	
[ 1  3 -1]	   21.8	0.23528051	0.23527893	0.23527675	0.22868368	0.29111905	0.39955865	0.55350733	 0.1605387	
